,,time,Unnamed: 0,time.4,time.3,time.2,time.1,5.03 BN – Nordbrücke (Südseite),5.04 BN – Nordbrücke (Nordseite),5.05 BN - Südbrücke (Südseite),5.06 BN – Südbrücke (Nordseite),5.07 BN - Estermannufer,5.10 BN – Bröhltalweg,5.11 BN - Brühler Straße,5.08 BN - Von-Sandt-Ufer,5.09 BN - Rhenusallee,5.01 BN – Kennedybrücke (Nordseite),5.02 BN - Kennedybrücke (Südseite) Barometer,Kennedybrücke,5.14 BN - Mc Cloy Weg,5.15 BN - Weg auf Damm Neil,5.13 BN - Wilhelm-Spiritus-Ufer,Südbrücke,Nordbrücke
232,232,232,232,232,232,232,03.01.2019 10:00,2,0,3,3,1,,2,7,10,31,23,54,4,5,12,6,2
233,233,233,233,233,233,233,03.01.2019 10:15,2,1,7,3,5,,4,3,3,20,29,49,1,9,8,10,3
234,234,234,234,234,234,234,03.01.2019 10:30,7,2,12,4,1,,6,15,13,20,34,54,4,10,8,16,9
235,235,235,235,235,235,235,03.01.2019 10:45,1,0,3,7,4,,4,5,4,21,26,47,9,12,8,10,1
236,236,236,236,236,236,236,03.01.2019 11:00,2,0,1,3,1,,4,8,5,17,31,48,4,13,9,4,2
237,237,237,237,237,237,237,03.01.2019 11:15,2,0,6,1,3,,5,7,6,11,30,41,4,8,9,7,2
238,238,238,238,238,238,238,03.01.2019 11:30,4,1,3,2,1,,4,6,7,22,31,53,2,12,6,5,5
239,239,239,239,239,239,239,03.01.2019 11:45,4,2,4,2,2,,5,4,10,19,39,58,2,7,10,6,6
240,240,240,240,240,240,240,03.01.2019 12:00,2,1,4,6,2,,8,4,3,14,27,41,4,9,4,10,3
241,241,241,241,241,241,241,03.01.2019 12:15,3,2,6,5,0,,7,3,8,9,27,36,0,7,11,11,5
242,242,242,242,242,242,242,03.01.2019 12:30,0,1,1,4,3,,5,1,7,19,36,55,3,6,10,5,1
243,243,243,243,243,243,243,03.01.2019 12:45,5,0,5,5,5,,5,4,4,19,46,65,1,13,13,10,5
244,244,244,244,244,244,244,03.01.2019 13:00,3,3,0,7,2,,7,5,10,19,25,44,1,8,9,7,6
245,245,245,245,245,245,245,03.01.2019 13:15,2,1,1,6,1,,8,2,11,12,31,43,2,4,11,7,3
246,246,246,246,246,246,246,03.01.2019 13:30,5,2,3,3,2,,8,11,3,18,37,55,1,4,9,6,7
247,247,247,247,247,247,247,03.01.2019 13:45,3,3,13,7,1,,4,8,8,32,38,70,1,8,20,20,6
248,248,248,248,248,248,248,03.01.2019 14:00,3,0,7,4,3,,8,5,6,21,40,61,4,10,22,11,3
249,249,249,249,249,249,249,03.01.2019 14:15,1,1,9,5,4,,13,8,12,28,43,71,6,6,10,14,2
250,250,250,250,250,250,250,03.01.2019 14:30,4,1,11,5,5,,12,9,15,23,46,69,8,16,7,16,5
251,251,251,251,251,251,251,03.01.2019 14:45,7,6,9,11,3,,5,10,13,21,41,62,4,11,13,20,13
252,252,252,252,252,252,252,03.01.2019 15:00,9,2,10,11,9,,3,5,19,19,55,74,2,20,23,21,11
253,253,253,253,253,253,253,03.01.2019 15:15,5,3,16,10,12,,13,7,19,20,37,57,10,14,14,26,8
254,254,254,254,254,254,254,03.01.2019 15:30,4,3,18,13,7,,14,9,16,28,64,92,6,20,17,31,7
255,255,255,255,255,255,255,03.01.2019 15:45,12,1,13,16,5,,11,13,22,26,67,93,10,17,25,29,13
256,256,256,256,256,256,256,03.01.2019 16:00,5,2,29,19,7,,8,18,24,30,66,96,5,18,16,48,7
257,257,257,257,257,257,257,03.01.2019 16:15,11,5,21,17,6,,17,17,28,37,76,113,8,30,39,38,16
258,258,258,258,258,258,258,03.01.2019 16:30,8,2,23,24,5,,14,21,27,34,86,120,11,25,27,47,10
259,259,259,259,259,259,259,03.01.2019 16:45,16,9,19,17,5,,21,25,27,48,73,121,7,25,33,36,25
260,260,260,260,260,260,260,03.01.2019 17:00,14,3,25,15,6,,12,13,30,35,76,111,11,18,29,40,17
261,261,261,261,261,261,261,03.01.2019 17:15,12,2,20,29,6,,9,16,23,30,76,106,10,24,40,49,14
262,262,262,262,262,262,262,03.01.2019 17:30,6,2,12,21,6,,7,17,20,23,103,126,9,17,40,33,8
263,263,263,263,263,263,263,03.01.2019 17:45,13,6,28,18,1,,14,15,19,42,65,107,10,22,40,46,19
264,264,264,264,264,264,264,03.01.2019 18:00,9,7,13,18,4,,6,6,10,28,67,95,5,15,15,31,16
265,265,265,265,265,265,265,03.01.2019 18:15,1,1,18,10,5,,6,7,18,33,69,102,5,20,26,28,2
266,266,266,266,266,266,266,03.01.2019 18:30,6,4,16,10,5,,8,15,13,34,44,78,8,9,21,26,10
267,267,267,267,267,267,267,03.01.2019 18:45,2,2,8,7,1,,5,3,6,22,57,79,6,10,16,15,4
268,268,268,268,268,268,268,03.01.2019 19:00,3,1,8,5,2,,7,6,8,15,47,62,3,9,11,13,4
269,269,269,269,269,269,269,03.01.2019 19:15,1,3,6,8,0,,5,7,7,20,40,60,3,9,13,14,4
270,270,270,270,270,270,270,03.01.2019 19:30,1,1,5,5,0,,3,7,2,19,34,53,5,3,11,10,2
271,271,271,271,271,271,271,03.01.2019 19:45,2,1,3,3,0,,9,4,6,19,37,56,0,7,5,6,3
272,272,272,272,272,272,272,03.01.2019 20:00,1,1,6,1,0,,5,3,2,14,46,60,1,5,8,7,2
273,273,273,273,273,273,273,03.01.2019 20:15,4,3,3,4,0,,3,1,5,14,37,51,0,6,6,7,7
274,274,274,274,274,274,274,03.01.2019 20:30,0,1,4,2,0,,1,1,6,27,19,46,1,7,8,6,1
275,275,275,275,275,275,275,03.01.2019 20:45,0,2,4,1,0,,3,1,1,9,27,36,1,1,1,5,2
276,276,276,276,276,276,276,03.01.2019 21:00,2,1,3,1,0,,2,1,2,14,17,31,0,3,1,4,3
277,277,277,277,277,277,277,03.01.2019 21:15,0,0,2,1,0,,4,0,4,8,19,27,0,1,0,3,0
278,278,278,278,278,278,278,03.01.2019 21:30,1,0,1,2,0,,0,0,0,9,13,22,0,3,1,3,1
279,279,279,279,279,279,279,03.01.2019 21:45,0,1,1,1,0,,1,2,3,6,16,22,0,0,1,2,1
280,280,280,280,280,280,280,03.01.2019 22:00,3,0,0,1,1,,4,0,1,9,18,27,0,1,3,1,3
281,281,281,281,281,281,281,03.01.2019 22:15,0,2,5,1,1,,1,0,0,8,18,26,1,1,1,6,2
282,282,282,282,282,282,282,03.01.2019 22:30,1,0,2,2,0,,1,1,3,9,8,17,0,6,0,4,1
283,283,283,283,283,283,283,03.01.2019 22:45,1,0,0,0,0,,1,0,2,7,18,25,1,1,0,0,1
284,284,284,284,284,284,284,03.01.2019 23:00,0,0,1,0,0,,1,2,0,11,15,26,0,2,6,1,0
285,285,285,285,285,285,285,03.01.2019 23:15,0,1,0,1,0,,6,2,0,2,12,14,1,0,0,1,1
286,286,286,286,286,286,286,03.01.2019 23:30,0,0,3,0,0,,1,0,0,4,4,8,0,2,0,3,0
287,287,287,287,287,287,287,03.01.2019 23:45,0,0,1,0,0,,1,0,0,10,8,18,0,0,0,1,0
288,288,288,288,288,288,288,04.01.2019 00:00,0,0,0,2,0,,1,0,0,3,10,13,0,2,1,2,0
289,289,289,289,289,289,289,04.01.2019 00:15,0,0,2,0,0,,1,0,0,3,4,7,0,0,0,2,0
290,290,290,290,290,290,290,04.01.2019 00:30,0,0,0,1,0,,4,0,0,1,6,7,0,0,0,1,0
291,291,291,291,291,291,291,04.01.2019 00:45,0,0,0,0,0,,0,0,0,1,3,4,0,0,0,0,0
292,292,292,292,292,292,292,04.01.2019 01:00,0,0,0,0,0,,0,0,0,0,8,8,0,0,0,0,0
293,293,293,293,293,293,293,04.01.2019 01:15,0,0,0,0,0,,0,0,0,0,2,2,0,0,1,0,0
294,294,294,294,294,294,294,04.01.2019 01:30,0,0,0,0,0,,0,1,0,2,3,5,0,0,0,0,0
295,295,295,295,295,295,295,04.01.2019 01:45,0,0,0,0,0,,0,0,0,2,2,4,1,0,0,0,0
296,296,296,296,296,296,296,04.01.2019 02:00,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0
297,297,297,297,297,297,297,04.01.2019 02:15,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,3
298,298,298,298,298,298,298,04.01.2019 02:30,0,0,0,0,0,,0,0,0,1,1,2,0,0,2,0,0
299,299,299,299,299,299,299,04.01.2019 02:45,0,0,2,1,0,,2,0,0,0,0,0,0,0,0,3,0
300,300,300,300,300,300,300,04.01.2019 03:00,0,0,0,0,0,,0,0,0,2,1,3,0,0,0,0,0
301,301,301,301,301,301,301,04.01.2019 03:15,0,0,0,0,0,,0,0,0,1,3,4,0,0,0,0,0
302,302,302,302,302,302,302,04.01.2019 03:30,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,2,0
303,303,303,303,303,303,303,04.01.2019 03:45,0,0,0,0,0,,0,0,0,0,3,3,0,0,0,0,0
304,304,304,304,304,304,304,04.01.2019 04:00,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
305,305,305,305,305,305,305,04.01.2019 04:15,0,0,0,0,0,,1,0,0,1,2,3,0,0,0,0,0
306,306,306,306,306,306,306,04.01.2019 04:30,0,0,1,0,0,,0,0,0,2,4,6,0,0,0,1,0
307,307,307,307,307,307,307,04.01.2019 04:45,2,1,0,0,0,,0,0,1,1,4,5,0,0,0,0,3
308,308,308,308,308,308,308,04.01.2019 05:00,1,1,0,0,0,,0,0,0,2,2,4,0,0,0,0,2
309,309,309,309,309,309,309,04.01.2019 05:15,0,2,1,1,0,,3,1,1,3,5,8,1,0,0,2,2
310,310,310,310,310,310,310,04.01.2019 05:30,1,2,7,3,1,,1,0,1,7,13,20,0,1,6,10,3
311,311,311,311,311,311,311,04.01.2019 05:45,2,4,7,1,0,,4,0,3,7,9,16,1,1,2,8,6
312,312,312,312,312,312,312,04.01.2019 06:00,3,1,8,3,0,,5,2,2,5,6,11,0,3,2,11,4
313,313,313,313,313,313,313,04.01.2019 06:15,6,2,12,4,1,,5,5,3,12,9,21,4,4,8,16,8
314,314,314,314,314,314,314,04.01.2019 06:30,1,4,17,9,4,,7,3,7,31,17,48,8,4,12,26,5
315,315,315,315,315,315,315,04.01.2019 06:45,6,2,9,10,3,,3,12,5,28,25,53,2,6,14,19,8
316,316,316,316,316,316,316,04.01.2019 07:00,5,7,14,7,5,,12,6,5,24,21,45,3,5,17,21,12
317,317,317,317,317,317,317,04.01.2019 07:15,5,4,18,8,1,,8,13,6,35,23,58,7,7,18,26,9
318,318,318,318,318,318,318,04.01.2019 07:30,8,2,10,8,4,,10,11,19,41,47,88,6,22,30,18,10
319,319,319,319,319,319,319,04.01.2019 07:45,6,5,32,16,7,,12,14,27,36,50,86,6,21,35,48,11
320,320,320,320,320,320,320,04.01.2019 08:00,4,7,15,27,3,,8,15,23,35,36,71,5,9,31,42,11
321,321,321,321,321,321,321,04.01.2019 08:15,5,1,20,32,6,,10,11,13,42,41,83,9,13,42,52,6
322,322,322,322,322,322,322,04.01.2019 08:30,8,4,30,29,3,,7,21,21,56,45,101,7,19,41,59,12
323,323,323,323,323,323,323,04.01.2019 08:45,3,0,26,27,3,,9,14,32,53,62,115,4,15,48,53,3
324,324,324,324,324,324,324,04.01.2019 09:00,4,4,22,21,1,,7,12,12,19,41,60,5,8,33,43,8
325,325,325,325,325,325,325,04.01.2019 09:15,5,3,13,9,6,,6,13,14,23,41,64,5,12,15,22,8
326,326,326,326,326,326,326,04.01.2019 09:30,5,2,8,16,0,,7,11,9,26,55,81,5,3,22,24,7
327,327,327,327,327,327,327,04.01.2019 09:45,7,2,7,15,3,,10,7,9,33,35,68,6,12,11,22,9
328,328,328,328,328,328,328,04.01.2019 10:00,1,1,3,11,2,,5,6,14,25,29,54,3,7,9,14,2
329,329,329,329,329,329,329,04.01.2019 10:15,4,1,11,5,1,,5,7,13,24,35,59,8,12,6,16,5
330,330,330,330,330,330,330,04.01.2019 10:30,1,2,5,1,3,,5,3,8,23,23,46,6,10,12,6,3
331,331,331,331,331,331,331,04.01.2019 10:45,3,1,5,7,6,,9,15,10,20,34,54,7,7,13,12,4
332,332,332,332,332,332,332,04.01.2019 11:00,5,1,3,5,2,,8,6,15,24,38,62,5,10,7,8,6
333,333,333,333,333,333,333,04.01.2019 11:15,0,4,6,4,3,,5,5,8,23,33,56,5,10,3,10,4
334,334,334,334,334,334,334,04.01.2019 11:30,2,0,5,5,2,,5,4,8,22,33,55,8,7,12,10,2
335,335,335,335,335,335,335,04.01.2019 11:45,4,4,5,4,0,,10,7,10,20,34,54,1,5,22,9,8
336,336,336,336,336,336,336,04.01.2019 12:00,0,2,6,4,1,,10,8,9,20,38,58,8,8,13,10,2
337,337,337,337,337,337,337,04.01.2019 12:15,4,3,12,12,4,,8,5,14,19,39,58,4,9,13,24,7
338,338,338,338,338,338,338,04.01.2019 12:30,4,0,6,5,2,,12,4,18,18,52,70,6,12,9,11,4
339,339,339,339,339,339,339,04.01.2019 12:45,3,1,6,3,5,,7,7,7,18,57,75,3,7,9,9,4
340,340,340,340,340,340,340,04.01.2019 13:00,1,3,4,3,3,,12,3,8,17,46,63,2,4,9,7,4
341,341,341,341,341,341,341,04.01.2019 13:15,6,0,7,2,0,,5,4,11,23,43,66,6,12,17,9,6
342,342,342,342,342,342,342,04.01.2019 13:30,4,2,8,6,0,,10,6,9,20,43,63,4,6,10,14,6
343,343,343,343,343,343,343,04.01.2019 13:45,8,2,8,8,4,,16,8,18,23,46,69,6,10,16,16,10
344,344,344,344,344,344,344,04.01.2019 14:00,3,2,10,7,0,,14,8,4,20,64,84,8,11,14,17,5
345,345,345,345,345,345,345,04.01.2019 14:15,4,3,7,12,4,,12,7,11,28,44,72,4,9,11,19,7
346,346,346,346,346,346,346,04.01.2019 14:30,5,2,15,10,1,,17,8,7,10,43,53,6,13,12,25,7
347,347,347,347,347,347,347,04.01.2019 14:45,4,2,9,15,5,,4,4,16,29,70,99,6,6,9,24,6
348,348,348,348,348,348,348,04.01.2019 15:00,7,3,15,8,3,,4,15,10,22,51,73,6,16,14,23,10
349,349,349,349,349,349,349,04.01.2019 15:15,9,3,16,12,7,,11,11,19,20,53,73,13,13,26,28,12
350,350,350,350,350,350,350,04.01.2019 15:30,9,3,15,9,5,,11,18,15,23,49,72,11,8,22,24,12
351,351,351,351,351,351,351,04.01.2019 15:45,6,0,19,12,6,,13,10,12,31,56,87,4,15,22,31,6
352,352,352,352,352,352,352,04.01.2019 16:00,2,5,28,12,4,,14,6,29,29,64,93,4,24,32,40,7
353,353,353,353,353,353,353,04.01.2019 16:15,11,1,19,21,4,,9,10,23,32,74,106,11,35,37,40,12
354,354,354,354,354,354,354,04.01.2019 16:30,4,5,18,16,2,,9,15,25,21,77,98,11,18,20,34,9
355,355,355,355,355,355,355,04.01.2019 16:45,5,2,14,14,5,,17,14,21,30,77,107,13,11,21,28,7
356,356,356,356,356,356,356,04.01.2019 17:00,4,1,18,9,3,,9,6,19,31,75,106,11,15,34,27,5
357,357,357,357,357,357,357,04.01.2019 17:15,2,1,19,7,5,,6,14,20,24,72,96,17,14,25,26,3
358,358,358,358,358,358,358,04.01.2019 17:30,4,1,13,12,3,,11,11,13,25,58,83,3,12,22,25,5
359,359,359,359,359,359,359,04.01.2019 17:45,1,0,18,14,1,,7,8,14,20,51,71,2,5,17,32,1
360,360,360,360,360,360,360,04.01.2019 18:00,4,2,5,8,2,,7,5,2,19,62,81,6,5,12,13,6
361,361,361,361,361,361,361,04.01.2019 18:15,2,2,16,13,0,,10,8,5,28,71,99,4,8,18,29,4
362,362,362,362,362,362,362,04.01.2019 18:30,4,0,5,7,2,,9,8,11,18,52,70,2,7,13,12,4
363,363,363,363,363,363,363,04.01.2019 18:45,3,0,7,4,3,,4,3,11,23,49,72,5,4,7,11,3
364,364,364,364,364,364,364,04.01.2019 19:00,1,0,5,10,1,,6,5,2,21,67,88,0,1,11,15,1
365,365,365,365,365,365,365,04.01.2019 19:15,1,2,5,6,1,,4,3,4,26,42,68,1,9,16,11,3
366,366,366,366,366,366,366,04.01.2019 19:30,3,1,10,2,0,,1,4,3,8,33,41,0,0,7,12,4
367,367,367,367,367,367,367,04.01.2019 19:45,0,0,7,1,1,,6,5,2,12,27,39,2,4,3,8,0
368,368,368,368,368,368,368,04.01.2019 20:00,2,1,2,10,0,,8,1,4,19,32,51,0,4,0,12,3
369,369,369,369,369,369,369,04.01.2019 20:15,3,0,2,5,0,,0,0,4,19,31,50,0,3,5,7,3
370,370,370,370,370,370,370,04.01.2019 20:30,2,3,4,1,0,,4,1,1,15,17,32,1,1,3,5,5
371,371,371,371,371,371,371,04.01.2019 20:45,1,0,2,1,0,,3,0,2,8,21,29,2,1,2,3,1
372,372,372,372,372,372,372,04.01.2019 21:00,3,3,4,4,0,,4,1,3,13,26,39,0,4,1,8,6
373,373,373,373,373,373,373,04.01.2019 21:15,1,0,2,2,0,,1,2,3,7,14,21,1,2,3,4,1
374,374,374,374,374,374,374,04.01.2019 21:30,0,0,3,2,0,,0,0,1,2,10,12,0,1,4,5,0
375,375,375,375,375,375,375,04.01.2019 21:45,3,0,1,1,0,,0,0,0,7,14,21,0,2,3,2,3
376,376,376,376,376,376,376,04.01.2019 22:00,0,0,5,2,0,,2,0,6,3,13,16,0,1,0,7,0
377,377,377,377,377,377,377,04.01.2019 22:15,1,0,0,2,0,,1,2,1,8,10,18,0,1,4,2,1
378,378,378,378,378,378,378,04.01.2019 22:30,0,0,1,0,0,,1,4,1,6,24,30,2,0,1,1,0
379,379,379,379,379,379,379,04.01.2019 22:45,0,0,4,2,0,,2,0,3,6,15,21,0,0,0,6,0
380,380,380,380,380,380,380,04.01.2019 23:00,0,0,0,2,0,,0,0,1,10,13,23,0,1,3,2,0
381,381,381,381,381,381,381,04.01.2019 23:15,0,0,1,0,1,,1,0,1,6,14,20,0,1,1,1,0
382,382,382,382,382,382,382,04.01.2019 23:30,0,0,1,0,0,,3,0,1,4,8,12,0,3,1,1,0
383,383,383,383,383,383,383,04.01.2019 23:45,0,0,0,0,0,,0,0,0,6,10,16,0,0,1,0,0
384,384,384,384,384,384,384,05.01.2019 00:00,1,0,0,0,0,,2,0,0,9,12,21,0,0,0,0,1
385,385,385,385,385,385,385,05.01.2019 00:15,0,0,1,0,0,,3,0,0,4,4,8,0,0,0,1,0
386,386,386,386,386,386,386,05.01.2019 00:30,0,2,0,0,0,,0,1,0,2,5,7,0,0,1,0,2
387,387,387,387,387,387,387,05.01.2019 00:45,0,0,1,2,0,,1,0,0,1,4,5,0,0,0,3,0
388,388,388,388,388,388,388,05.01.2019 01:00,1,0,1,0,0,,0,0,1,2,9,11,0,1,1,1,1
389,389,389,389,389,389,389,05.01.2019 01:15,0,0,0,2,0,,3,0,0,3,2,5,0,0,0,2,0
390,390,390,390,390,390,390,05.01.2019 01:30,0,0,0,1,0,,0,0,0,1,4,5,0,0,0,1,0
391,391,391,391,391,391,391,05.01.2019 01:45,0,0,1,0,0,,0,0,0,2,4,6,0,1,2,1,0
392,392,392,392,392,392,392,05.01.2019 02:00,0,0,0,0,0,,0,1,0,0,6,6,0,0,0,0,0
393,393,393,393,393,393,393,05.01.2019 02:15,0,0,0,0,0,,3,0,0,0,5,5,1,1,0,0,0
394,394,394,394,394,394,394,05.01.2019 02:30,0,0,0,0,0,,0,0,0,1,4,5,0,0,1,0,0
395,395,395,395,395,395,395,05.01.2019 02:45,0,0,0,0,0,,1,0,0,4,3,7,0,0,1,0,0
396,396,396,396,396,396,396,05.01.2019 03:00,0,0,0,0,0,,0,0,0,1,2,3,0,0,0,0,0
397,397,397,397,397,397,397,05.01.2019 03:15,3,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,3
398,398,398,398,398,398,398,05.01.2019 03:30,0,0,0,1,0,,0,0,0,0,3,3,0,0,0,1,0
399,399,399,399,399,399,399,05.01.2019 03:45,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,0
400,400,400,400,400,400,400,05.01.2019 04:00,0,0,0,0,0,,1,0,0,0,1,1,0,0,0,0,0
401,401,401,401,401,401,401,05.01.2019 04:15,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0
402,402,402,402,402,402,402,05.01.2019 04:30,0,0,1,0,0,,2,0,0,2,1,3,0,0,0,1,0
403,403,403,403,403,403,403,05.01.2019 04:45,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0
404,404,404,404,404,404,404,05.01.2019 05:00,0,0,0,0,0,,0,0,0,1,1,2,0,0,0,0,0
405,405,405,405,405,405,405,05.01.2019 05:15,0,1,0,0,0,,1,0,0,1,1,2,0,0,0,0,1
406,406,406,406,406,406,406,05.01.2019 05:30,0,0,1,0,0,,1,0,0,1,4,5,0,0,1,1,0
407,407,407,407,407,407,407,05.01.2019 05:45,0,0,1,1,0,,0,0,1,0,1,1,0,0,2,2,0
408,408,408,408,408,408,408,05.01.2019 06:00,0,0,0,0,0,,2,2,0,0,3,3,0,0,0,0,0
409,409,409,409,409,409,409,05.01.2019 06:15,0,1,3,0,0,,0,0,1,1,2,3,0,0,0,3,1
410,410,410,410,410,410,410,05.01.2019 06:30,0,0,1,0,1,,0,0,0,3,2,5,1,0,0,1,0
411,411,411,411,411,411,411,05.01.2019 06:45,0,0,0,0,0,,2,0,0,2,6,8,0,0,2,0,0
412,412,412,412,412,412,412,05.01.2019 07:00,0,0,0,1,0,,2,0,0,0,1,1,0,0,0,1,0
413,413,413,413,413,413,413,05.01.2019 07:15,0,0,0,0,0,,0,1,0,1,4,5,0,1,0,0,0
414,414,414,414,414,414,414,05.01.2019 07:30,0,0,1,1,0,,0,0,0,2,6,8,1,0,0,2,0
415,415,415,415,415,415,415,05.01.2019 07:45,1,1,0,0,0,,1,0,2,3,7,10,1,0,0,0,2
416,416,416,416,416,416,416,05.01.2019 08:00,2,1,1,0,2,,3,1,1,4,6,10,0,2,1,1,3
417,417,417,417,417,417,417,05.01.2019 08:15,2,0,2,1,2,,4,2,3,6,6,12,1,2,3,3,2
418,418,418,418,418,418,418,05.01.2019 08:30,1,0,2,2,0,,4,0,1,7,10,17,0,1,1,4,1
419,419,419,419,419,419,419,05.01.2019 08:45,0,0,3,1,2,,1,1,0,8,17,25,2,2,1,4,0
420,420,420,420,420,420,420,05.01.2019 09:00,4,0,2,0,1,,2,2,0,4,10,14,0,1,2,2,4
421,421,421,421,421,421,421,05.01.2019 09:15,2,1,1,0,1,,5,5,0,8,17,25,2,1,3,1,3
422,422,422,422,422,422,422,05.01.2019 09:30,2,0,2,2,2,,4,5,2,6,16,22,1,6,6,4,2
423,423,423,423,423,423,423,05.01.2019 09:45,2,2,4,2,1,,1,2,7,15,20,35,1,4,3,6,4
424,424,424,424,424,424,424,05.01.2019 10:00,0,0,4,4,1,,2,4,3,11,13,24,1,6,2,8,0
425,425,425,425,425,425,425,05.01.2019 10:15,1,4,2,4,0,,8,5,3,3,19,22,1,5,7,6,5
426,426,426,426,426,426,426,05.01.2019 10:30,1,2,0,5,0,,3,4,2,14,21,35,2,0,6,5,3
427,427,427,427,427,427,427,05.01.2019 10:45,2,3,2,0,1,,6,3,5,17,35,52,4,4,3,2,5
428,428,428,428,428,428,428,05.01.2019 11:00,3,2,5,2,1,,9,2,4,11,21,32,2,4,6,7,5
429,429,429,429,429,429,429,05.01.2019 11:15,0,2,1,1,0,,3,7,6,16,30,46,1,11,4,2,2
430,430,430,430,430,430,430,05.01.2019 11:30,1,0,2,4,1,,9,2,8,15,35,50,2,4,8,6,1
431,431,431,431,431,431,431,05.01.2019 11:45,1,2,2,5,4,,6,3,10,15,30,45,3,8,7,7,3
432,432,432,432,432,432,432,05.01.2019 12:00,6,0,5,1,1,,2,4,8,16,35,51,3,12,10,6,6
433,433,433,433,433,433,433,05.01.2019 12:15,8,0,3,1,2,,4,6,8,24,28,52,4,9,5,4,8
434,434,434,434,434,434,434,05.01.2019 12:30,6,4,2,2,2,,1,5,4,18,35,53,2,5,8,4,10
435,435,435,435,435,435,435,05.01.2019 12:45,3,3,2,7,1,,2,6,11,20,42,62,5,9,5,9,6
436,436,436,436,436,436,436,05.01.2019 13:00,2,3,6,5,0,,6,11,7,11,40,51,3,6,9,11,5
437,437,437,437,437,437,437,05.01.2019 13:15,3,0,8,3,1,,7,4,5,14,46,60,4,11,5,11,3
438,438,438,438,438,438,438,05.01.2019 13:30,5,1,5,4,1,,8,6,6,23,32,55,7,5,11,9,6
439,439,439,439,439,439,439,05.01.2019 13:45,2,1,4,6,4,,8,4,9,19,26,45,7,3,13,10,3
440,440,440,440,440,440,440,05.01.2019 14:00,5,2,4,4,2,,8,1,7,9,39,48,3,7,8,8,7
441,441,441,441,441,441,441,05.01.2019 14:15,5,1,6,5,0,,6,6,6,16,49,65,2,17,7,11,6
442,442,442,442,442,442,442,05.01.2019 14:30,3,0,5,4,5,,6,7,14,19,36,55,3,5,10,9,3
443,443,443,443,443,443,443,05.01.2019 14:45,6,0,4,3,2,,5,10,12,24,38,62,4,12,11,7,6
444,444,444,444,444,444,444,05.01.2019 15:00,3,2,3,2,0,,5,2,1,24,27,51,6,8,8,5,5
445,445,445,445,445,445,445,05.01.2019 15:15,6,0,4,1,2,,5,5,4,22,41,63,5,11,15,5,6
446,446,446,446,446,446,446,05.01.2019 15:30,3,0,12,4,0,,3,6,11,15,31,46,3,3,5,16,3
447,447,447,447,447,447,447,05.01.2019 15:45,3,0,5,3,1,,9,4,4,19,44,63,3,17,11,8,3
448,448,448,448,448,448,448,05.01.2019 16:00,3,1,0,4,3,,5,10,10,10,38,48,3,12,18,4,4
449,449,449,449,449,449,449,05.01.2019 16:15,2,0,4,5,2,,6,8,5,23,40,63,2,5,12,9,2
450,450,450,450,450,450,450,05.01.2019 16:30,9,3,7,4,3,,3,6,7,16,66,82,11,6,14,11,12
451,451,451,451,451,451,451,05.01.2019 16:45,7,0,6,3,3,,5,2,10,21,36,57,3,13,6,9,7
452,452,452,452,452,452,452,05.01.2019 17:00,2,1,4,6,2,,7,5,3,22,29,51,4,7,11,10,3
453,453,453,453,453,453,453,05.01.2019 17:15,2,0,0,3,0,,2,1,5,16,36,52,2,11,9,3,2
454,454,454,454,454,454,454,05.01.2019 17:30,0,0,2,2,1,,3,5,6,9,30,39,4,3,8,4,0
455,455,455,455,455,455,455,05.01.2019 17:45,2,1,1,2,1,,10,2,4,8,33,41,7,4,3,3,3
456,456,456,456,456,456,456,05.01.2019 18:00,0,1,1,2,0,,3,2,3,18,39,57,2,5,4,3,1
457,457,457,457,457,457,457,05.01.2019 18:15,1,0,4,2,0,,4,4,1,10,31,41,2,1,2,6,1
458,458,458,458,458,458,458,05.01.2019 18:30,1,1,4,3,0,,1,2,1,11,26,37,1,3,8,7,2
459,459,459,459,459,459,459,05.01.2019 18:45,2,2,1,1,0,,3,1,0,28,27,55,1,4,6,2,4
460,460,460,460,460,460,460,05.01.2019 19:00,0,2,5,0,0,,5,0,2,14,33,47,2,2,5,5,2
461,461,461,461,461,461,461,05.01.2019 19:15,0,0,1,0,1,,2,2,0,13,25,38,1,0,4,1,0
462,462,462,462,462,462,462,05.01.2019 19:30,3,0,1,2,1,,4,1,2,11,16,27,0,0,2,3,3
463,463,463,463,463,463,463,05.01.2019 19:45,0,0,0,1,0,,3,3,4,18,19,37,0,2,4,1,0
464,464,464,464,464,464,464,05.01.2019 20:00,0,1,2,1,0,,2,0,2,17,28,45,3,1,5,3,1
465,465,465,465,465,465,465,05.01.2019 20:15,2,2,1,2,0,,3,1,5,20,23,43,1,5,4,3,4
466,466,466,466,466,466,466,05.01.2019 20:30,0,1,1,1,0,,1,1,0,14,10,24,1,2,2,2,1
